"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1893100,"January 2, 2021",Michigan,Monroe,"629 S Monroe St",0,1,N/A
1892925,"January 2, 2021",Ohio,Springfield,"Olympic St and Apollo Ave",1,0,N/A
1899559,"January 2, 2021",Texas,Marshall,"Johnson St",0,0,N/A
1908699,"January 2, 2021","New York",Bronx,"White Plains Rd and E 240th St",0,0,N/A
1893588,"January 2, 2021","New Jersey",Elizabeth,"547 E Jersey St",0,0,N/A
1894797,"January 2, 2021",Ohio,Akron,"600 block of S Hawkins Ave",0,1,N/A
1897710,"January 2, 2021",Texas,"College Station","600 block of University Oaks Blvd",0,1,N/A
1892936,"January 2, 2021",Ohio,Youngstown,"Wirt Blvd and Delaware Ave",1,0,N/A
1893783,"January 2, 2021",Colorado,Aurora,"E Colfax Ave and Dallas St",0,0,N/A
1892912,"January 2, 2021",Maine,Waterville,"92 Western Ave",0,1,N/A
1893041,"January 2, 2021",Kentucky,Harlan,"Shell Hollow Rd and Price Dr",1,0,N/A
1893061,"January 2, 2021",Virginia,Chester,"12000 block of Perdue Springs Loop",0,1,N/A
1894668,"January 2, 2021",California,"Santa Maria","900 block of W El Camino St",1,0,N/A
1893012,"January 2, 2021",Louisiana,"New Orleans","1900 block of St Ann St",0,1,N/A
1893779,"January 2, 2021","New York",Newburgh,"78 Benkard Ave",0,1,N/A
1893659,"January 2, 2021",California,Rosemead,"2146 San Gabriel Blvd",1,0,N/A
1893103,"January 2, 2021",Delaware,Wilmington,"2900 block of Northeast Blvd",0,1,N/A
1899457,"January 2, 2021",Michigan,Detroit,"17300 block of Harper Ave",0,0,N/A
1892726,"January 2, 2021",Texas,Dallas,"3500 block of Fawn Valley Dr",0,2,N/A
1892724,"January 2, 2021",Texas,Dallas,"9500 block of Forest Ln",0,1,N/A
1893291,"January 2, 2021",Indiana,"South Bend","500 block of W Marion St",1,0,N/A
1893096,"January 2, 2021",Florida,Pensacola,"4710 Prieto Dr",0,1,N/A
1896400,"January 2, 2021",Virginia,"New Kent (county)",N/A,0,1,N/A
1896402,"January 2, 2021",Virginia,"Sussex (county)",N/A,0,1,N/A
1892942,"January 2, 2021","New York",Rochester,"800 block of N Plymouth Ave",0,1,N/A
1893647,"January 2, 2021",California,"West Covina","E Amar Rd and S Azusa Ave",1,0,N/A
1893386,"January 2, 2021",Florida,Ocala,"NE Sanchez Ave and NE 11th St",0,0,N/A
1893430,"January 2, 2021",Michigan,"Muskegon (Muskegon Heights)","3100 block of 8th St",0,1,N/A
1894250,"January 2, 2021",Michigan,Flint,"3900 block of Dupont St",1,0,N/A
1893596,"January 2, 2021","New Jersey","East Orange","300 block of Sandford Ave",0,1,N/A
1893589,"January 2, 2021",Illinois,Peoria,"308 S Sterling Ave",0,1,N/A
1893577,"January 2, 2021","New Jersey",Newark,"186 14th Ave",1,0,N/A
1893787,"January 2, 2021",Texas,"San Antonio","5900 block of Culebra Rd",0,1,N/A
1892879,"January 2, 2021",Minnesota,Minneapolis,"1700 block of E 22nd St",0,1,N/A
1892787,"January 2, 2021",Texas,Houston,"706 Greens Rd",1,0,N/A
1893562,"January 2, 2021",Alabama,"Phenix City","1700 block of Epworth St",1,2,N/A
1892729,"January 2, 2021",Virginia,Chesapeake,"610 Lafayette Ave",1,1,N/A
1893063,"January 2, 2021",Pennsylvania,Pittsburgh,"1200 block of Morrow St",0,1,N/A
1893057,"January 2, 2021",Virginia,Petersburg,"5000 block of Pecan St",0,1,N/A
1893664,"January 2, 2021",California,"Los Angeles","E 20th St and S Central Ave",0,2,N/A
1899345,"January 2, 2021","New Mexico",Roswell,"300 block of W Brasher Rd",0,0,N/A
1893667,"January 2, 2021",Michigan,Detroit,"3364 Mack Ave",0,1,N/A
1893669,"January 2, 2021",California,"Los Angeles","337 E 104th St",0,1,N/A
1893671,"January 2, 2021",California,"Los Angeles","Reseda Blvd and Saticoy St",0,1,N/A
1892914,"January 2, 2021","New York","Corona (Queens)","32-17 97th St",1,0,N/A
1893111,"January 2, 2021",Nebraska,Lexington,N/A,1,0,N/A
1893324,"January 2, 2021",Wisconsin,Madison,"7000 block of Tree Ln",0,0,N/A
1977211,"January 2, 2021",Florida,Sanford,"5951 Sanford Ave",2,0,N/A
1894130,"January 2, 2021",Arizona,Payson,"Graff Dr",0,0,N/A
1892977,"January 2, 2021",Michigan,Detroit,"Hoover St and E McNichols Rd",0,1,N/A
1893691,"January 2, 2021",Missouri,"Saint Louis","5700 block of Floy Ave",0,1,N/A
1892979,"January 2, 2021",Michigan,Detroit,"2561 S Fort St",0,1,N/A
1893495,"January 2, 2021",Florida,Orlando,"750 S Parramore Ave",0,1,N/A
1893695,"January 2, 2021","New York",Brooklyn,"Knickerbocker Ave and Weirfield St",0,1,N/A
1892982,"January 2, 2021",California,Fresno,"2640 S 2nd St",1,0,N/A
1893447,"January 2, 2021",Florida,Miami,"NW 2nd Ave and NW 18th St",0,3,N/A
1893317,"January 2, 2021",Kentucky,Owensboro,"Veach Rd",0,0,N/A
1893458,"January 2, 2021",Michigan,Detroit,"4200 block of Fort St",0,1,N/A
1893591,"January 2, 2021",Massachusetts,Charlton,"28 Southbridge Rd",2,0,N/A
1893714,"January 2, 2021",Louisiana,Shreveport,"Pierre Ave and Murphy St",0,3,N/A
1892991,"January 2, 2021",California,Sacramento,"1039 2nd St",0,1,N/A
1893468,"January 2, 2021",Florida,"Hollywood (Miramar)","Miramar Pkwy and SW 64th St",0,3,N/A
1894192,"January 2, 2021",California,"San Gabriel","1800 block of San Gabriel Blvd",1,0,N/A
1893479,"January 2, 2021",Ohio,Columbus,"700 block of Polo Dr N",1,0,N/A
1893527,"January 2, 2021",Ohio,Columbus,"5760 E 6th Ave",0,1,N/A
1893555,"January 2, 2021",Georgia,Atlanta,"Baker St and Centennial Olympic Park Dr",0,1,N/A
1893088,"January 2, 2021",Louisiana,Shreveport,"3000 block of Midway St",0,1,N/A
1893852,"January 2, 2021",Texas,Houston,"16000 block of Coco Shores Ct",1,2,N/A
1895630,"January 2, 2021",Mississippi,Columbus,"Shannon Dr",0,1,N/A
1892877,"January 2, 2021",Ohio,Toledo,"6020 Secor Rd",0,1,N/A
1893387,"January 2, 2021","West Virginia",Martinsburg,"107 Lutz Ave",2,1,N/A
1893883,"January 2, 2021",Louisiana,"New Orleans","2000 block of Louisa St",0,1,N/A
1893892,"January 2, 2021","New Jersey",Salem,"Olive St",0,3,N/A
1893068,"January 2, 2021",Pennsylvania,"West Chester","27 W Gay St",0,2,N/A
1894799,"January 2, 2021",Idaho,Kuna,"28000 block of S Pleasant Valley Rd",1,0,N/A
1893907,"January 2, 2021",Louisiana,Tallulah,"S Elm St",1,0,N/A
1894731,"January 2, 2021",Alabama,Montgomery,"Peabody Rd and Manasse Dr",1,0,N/A
1893917,"January 2, 2021",Texas,"El Paso","9330 Dyer St",0,1,N/A
1893258,"January 2, 2021","District of Columbia",Washington,"Delaware Ave SW and I St SW",0,0,N/A
1893359,"January 2, 2021",Tennessee,Hermitage,"5636 Old Hickory Blvd",1,0,N/A
1893257,"January 2, 2021","District of Columbia",Washington,"1800 block of A St SE",0,0,N/A
1893939,"January 2, 2021",Tennessee,Memphis,"5831 Winchester Rd",1,0,N/A
1893967,"January 2, 2021",Washington,Belfair,"E Victor Rd",0,1,N/A
1893685,"January 2, 2021",California,Berkeley,"2222 Bancroft Way",0,1,N/A
1893252,"January 2, 2021","District of Columbia",Washington,"200 block of K St SW",0,0,N/A
1892756,"January 2, 2021",Texas,Arlington,"3800 block of S Cooper St",0,0,N/A
1893882,"January 2, 2021",Massachusetts,Boston,"S Huntington Ave at Evergreen St",0,0,N/A
1894641,"January 2, 2021",Virginia,"Virginia Beach","300 block of Cedarwood Ct",0,0,N/A
1899964,"January 2, 2021",Texas,"Wichita Falls","2900 block of Cunningham Dr",0,0,N/A
1893802,"January 2, 2021",Texas,Uvalde,TX-55,0,0,N/A
1893804,"January 2, 2021",Colorado,"Colorado Springs","Telegraph Dr",0,0,N/A
1893035,"January 2, 2021",Missouri,"Jefferson City",N/A,0,0,N/A
1892851,"January 2, 2021",Texas,"San Antonio","200 S Alamo St",0,0,N/A
1893793,"January 2, 2021",Texas,"San Antonio","3200 block of Stephen Foster Dr",0,0,N/A
1894637,"January 1, 2021",California,Gilroy,"500 block of Fairview Dr",0,0,N/A
1892338,"January 1, 2021",Georgia,Savannah,"Victory Dr",0,0,N/A
1894627,"January 1, 2021",Tennessee,Greeneville,"393 New Hope Rd",0,0,N/A
1892314,"January 1, 2021",Kentucky,Lexington,"400 block of Race St",0,0,N/A
1892339,"January 1, 2021",Michigan,Detroit,"18800 W McNichols Rd",1,2,N/A
1891801,"January 1, 2021",Nevada,"North Las Vegas","3400 block of N Bruce St",1,0,N/A
1892987,"January 1, 2021",Michigan,Detroit,"W Buena Vista St",0,0,N/A
1903501,"January 1, 2021",Nevada,Henderson,"Sunset Rd and Valle Verde Dr",1,0,N/A
1892279,"January 1, 2021",Iowa,"Cedar Rapids","600 block of Center Point Rd NE",0,0,N/A
1892278,"January 1, 2021",Tennessee,Memphis,"I-240 and Airways Blvd",0,0,N/A
1891455,"January 1, 2021","New York","Corona (Queens)","124-18 Queens Blvd",1,2,N/A
1892966,"January 1, 2021",Illinois,Rockford,"600 block of Mulberry St",0,0,N/A
1894586,"January 1, 2021",Nebraska,Lincoln,"Orchard St and N 24th St",0,0,N/A
1892965,"January 1, 2021",Michigan,Detroit,"Memorial St and W Chicago",0,0,N/A
1892268,"January 1, 2021",Florida,"Orange City","Adeline St",0,0,N/A
1896845,"January 1, 2021",Minnesota,"Saint Cloud","McKinley Place N",0,0,N/A
1892042,"January 1, 2021",Michigan,Detroit,N/A,0,2,N/A
1892077,"January 1, 2021",Michigan,Detroit,N/A,0,1,N/A
1892958,"January 1, 2021",Connecticut,Naugatuck,"Oak St",0,0,N/A
1892151,"January 1, 2021",Tennessee,Memphis,N/A,0,2,N/A
1892922,"January 1, 2021","New York",Buffalo,"Grider St and Litchfield Ave",0,1,N/A
1892218,"January 1, 2021",Florida,"Punta Gorda","Washington Loop Rd",0,1,N/A
1894533,"January 1, 2021",Texas,Houston,"13823 Aspen Hollow Ln",0,1,N/A
1892944,"January 1, 2021",Michigan,Flint,"700 block of W Dewey St",1,0,N/A
1892698,"January 1, 2021",Ohio,Columbus,"885 Danwood Dr",3,0,N/A
1891830,"January 1, 2021",Michigan,"Bay City","1100 block of N Van Buren St",0,1,N/A
1892447,"January 1, 2021",Michigan,Kalamazoo,"W Lovell St and Bellevue Pl",0,2,N/A
1892227,"January 1, 2021",Florida,Jacksonville,"1200 Darden Rd",0,1,N/A
1892938,"January 1, 2021",Connecticut,Hartford,"191 Wethersfield Ave",0,1,N/A
1892238,"January 1, 2021",Georgia,Gainesville,"100 Spring St",1,2,N/A
1892252,"January 1, 2021",Kentucky,Louisville,"3403 Dixie Hwy",1,0,N/A
1893951,"January 1, 2021",Oregon,"Valley Falls",OR-31,1,0,N/A
1892963,"January 1, 2021",Michigan,Rock,"2841 St Nicholas 31st Rd",1,0,N/A
1892216,"January 1, 2021",Florida,Naples,"32 Cheyenne Trail",0,0,N/A
1892310,"January 1, 2021",California,"San Diego","3010 Martin Ave",0,3,N/A
1894515,"January 1, 2021",Texas,Houston,"5602 Hirsch Rd",0,2,N/A
1892208,"January 1, 2021","West Virginia",Charleston,"104 Lakeview Dr",1,1,N/A
1892918,"January 1, 2021",Georgia,Milledgeville,"1123 Oconee St",1,0,N/A
1932442,"January 1, 2021",Virginia,Arlington,"1500 block of Clarendon",0,0,N/A
1891459,"January 1, 2021","West Virginia",Huntington,"800 block of 8th St",0,1,N/A
1892903,"January 1, 2021",Oregon,Portland,"200 block of SE 146th Ave",0,1,N/A
1896149,"January 1, 2021",Texas,Killeen,"4000 block of Pilgram Dr",0,0,N/A
1892911,"January 1, 2021",Connecticut,Bridgeport,"Fairfield Ave",0,0,N/A
1896146,"January 1, 2021",Texas,Killeen,"1800 block of O W Curry Dr",0,0,N/A
1892905,"January 1, 2021",Minnesota,Minneapolis,"400 block of E 36th St",0,0,N/A
1892897,"January 1, 2021",Minnesota,Minneapolis,"2700 block of 18th Ave S",0,0,N/A
1892891,"January 1, 2021",Texas,"Wichita Falls","1601 8th St",0,0,N/A
1892874,"January 1, 2021",Texas,"Waco (Bellmead)","1000 block of Dossett Dr",0,0,N/A
1894230,"January 1, 2021",Iowa,Larrabee,N/A,0,0,N/A
1892968,"January 1, 2021",Michigan,Detroit,"8200 block of Meyers Rd",0,1,N/A
1892970,"January 1, 2021",Kansas,Wichita,"100 block of S Kansas St",0,1,N/A
1892975,"January 1, 2021",Michigan,Detroit,"Schaefer Hwy",0,1,N/A
1892280,"January 1, 2021",Florida,"Saint Petersburg","1566 16th St S",0,3,N/A
1892294,"January 1, 2021",Texas,"San Antonio","Larkspur Dr and Belair Dr",0,1,N/A
1892168,"January 1, 2021",Florida,"Delray Beach","1300 block of SW 21st Ave",0,1,N/A
1891988,"January 1, 2021",California,Sacramento,"3200 block of 42nd St",1,1,N/A
1892973,"January 1, 2021",Michigan,Inkster,N/A,0,1,N/A
1892301,"January 1, 2021",Virginia,Hampton,"50 block of Tall Pine Dr",0,1,N/A
1892091,"January 1, 2021","West Virginia",Bridgeport,"204 Horizon Cir",2,0,N/A
1892265,"January 1, 2021",Florida,"Palm Bay","1683 Saladino St",2,0,N/A
1892859,"January 1, 2021","New York",Utica,"102 Lafayette St",0,0,N/A
1893073,"January 1, 2021",Nevada,Reno,"1600 block of Wedekind Rd",0,1,N/A
1892034,"January 1, 2021",Arkansas,"Fort Smith","3211 Towson Ave",0,7,N/A
1892704,"January 1, 2021",Texas,Amarillo,"2650 Dumas Dr",1,3,N/A
1892715,"January 1, 2021",Florida,Bradenton,"Manatee Ave and 21st Street W",0,3,N/A
1892146,"January 1, 2021",Tennessee,Memphis,"1400 block of Bridgewater Rd",0,2,N/A
1892350,"January 1, 2021","South Carolina","Saint George","109 Minus St",1,0,N/A
1891453,"January 1, 2021","New York",Bronx,"927 Summit Ave",0,1,N/A
1892321,"January 1, 2021",Georgia,Savannah,"309 W St Julian St",1,2,N/A
1892141,"January 1, 2021","New York",Portville,"1715 Yubadam Rd",0,1,N/A
1891923,"January 1, 2021",Minnesota,Minneapolis,"1400 block of 6th St SE",0,2,N/A
1891928,"January 1, 2021",Nebraska,Omaha,"11515 Miracle Hills Dr",1,1,N/A
1891520,"January 1, 2021",Illinois,Chicago,"8700 block of S Buffalo Ave",1,1,N/A
1896741,"January 1, 2021",California,Hesperia,"16500 block of Smoketree St",1,0,N/A
1892819,"January 1, 2021",Texas,Lubbock,"2105 E 4th St",0,0,N/A
1892989,"January 1, 2021",California,Bakersfield,"5400 block of Rosewood Ave",1,0,N/A
1901264,"January 1, 2021","South Carolina",Sumter,"Silo Rd",0,1,N/A
1892084,"January 1, 2021",Colorado,"Colorado Springs","2338 S Academy Blvd",0,0,N/A
1892818,"January 1, 2021",Texas,Lubbock,"2600 block of Globe Ave",0,0,N/A
1892828,"January 1, 2021",Colorado,Pueblo,I-25,0,0,N/A
1892855,"January 1, 2021",Tennessee,Memphis,"939 Getwell Rd",0,1,N/A
1891950,"January 1, 2021",Wisconsin,Milwaukee,"N 16th St and W Burleigh St",0,1,N/A
1892396,"January 1, 2021",Tennessee,Memphis,"3446 E Shelby Dr",0,1,N/A
1891953,"January 1, 2021",Wisconsin,Milwaukee,"W Fond Du Lac Ave and N 60th St",0,1,N/A
1891632,"January 1, 2021",Ohio,Columbus,"318 E 17th Ave",0,1,N/A
1892094,"January 1, 2021","New Jersey",Newark,"S 11th St and Woodland Ave",1,0,N/A
1891903,"January 1, 2021",Illinois,Chicago,"1200 block of S Kedvale Ave",0,1,N/A
1893945,"January 1, 2021",Alaska,Cantwell,N/A,0,1,N/A
1892284,"January 1, 2021","West Virginia",Huntington,"1200 block of 25th St",0,2,N/A
1891970,"January 1, 2021",Wisconsin,Milwaukee,"W Clarke St and N 47th St",0,1,N/A
1897321,"January 1, 2021",Nevada,"Las Vegas","5850 Sky Pointe Dr",1,0,N/A
1892130,"January 1, 2021",Illinois,Chicago,"4800 block of W Fulton St",1,2,N/A
1892149,"January 1, 2021",Kansas,"Kansas City","N 44th St and Parallel Pkwy",1,0,N/A
1891992,"January 1, 2021",Wisconsin,Milwaukee,"W Lisbon Ave and N 64th St",0,1,N/A
1892085,"January 1, 2021","New York",Bronx,"S Oak Dr and Rosewood St",0,0,N/A
1892804,"January 1, 2021",Texas,Laredo,"Regina Dr",0,1,N/A
1895457,"January 1, 2021",Iowa,"Center Point","300 E Main St",2,0,N/A
1892016,"January 1, 2021",Wisconsin,Milwaukee,"N Old World 3rd St and W Highland Ave",0,1,N/A
1891873,"January 1, 2021",California,Oakland,"4100 block of Santa Rita St",1,0,N/A
1898149,"January 1, 2021",Michigan,"Dearborn Heights","N Charlesworth St",0,0,N/A
1892072,"January 1, 2021",Colorado,Denver,"1776 Grant St",0,2,N/A
1892055,"January 1, 2021",Michigan,Detroit,"13900 block of St Mary's St",1,0,N/A
1892096,"January 1, 2021",Texas,"San Antonio","4039 East Houston St",1,0,N/A
1896038,"January 1, 2021","North Carolina",Pinetops,"Warwick Dr",0,1,N/A
1891717,"January 1, 2021",Illinois,Rockford,"N Church St and Brown Ave",1,0,N/A
1892215,"January 1, 2021","New York","Rochester (Greece)","Arcadia Pkwy and Latta Rd",0,0,N/A
1892789,"January 1, 2021",Kentucky,Eddyville,"Eddy Creek Rd",0,0,N/A
1902655,"January 1, 2021",California,"Kettleman City","Becky Pease St",1,0,N/A
1925609,"January 1, 2021",Missouri,Wyaconda,N/A,1,0,N/A
1895998,"January 1, 2021","South Carolina",Union,"W Main St",0,0,N/A
1891532,"January 1, 2021",Texas,Houston,"12200 Fleming Dr",0,2,N/A
1940138,"January 1, 2021",Georgia,"Port Wentworth",N/A,0,1,N/A
1896621,"January 1, 2021",Michigan,"Battle Creek","Harold St",0,1,N/A
1891868,"January 1, 2021",Connecticut,Bridgeport,"1400 block of Reservoir Ave",0,1,N/A
1891733,"January 1, 2021",Pennsylvania,Philadelphia,"5900 block of Lansdowne Ave",0,1,N/A
1891731,"January 1, 2021",Pennsylvania,Philadelphia,"1600 block of W Cumberland St",0,1,N/A
1892578,"January 1, 2021",Illinois,Chicago,"6600 block of S Wabash Ave",0,1,N/A
1892576,"January 1, 2021",Illinois,Chicago,"2100 block of S Allport St",0,1,N/A
1892114,"January 1, 2021",Iowa,"Sioux City","2637 S Walker St",1,4,N/A
1892570,"January 1, 2021",Illinois,Maywood,"800 block of 17th Ave",1,0,N/A
1892315,"January 1, 2021",Texas,"San Antonio","I-10 and West Ave",1,0,N/A
1891679,"January 1, 2021",Indiana,Indianapolis,N/A,0,1,N/A
1900098,"January 1, 2021",Ohio,Fremont,"300 block of May St",0,1,N/A
1912327,"January 1, 2021",Michigan,Harrison,N/A,0,0,N/A
1891515,"January 1, 2021",Illinois,Chicago,"2323 S Trumbull Ave",0,1,N/A
1891468,"January 1, 2021",Maryland,"College Park","8000 block of Ehrensberger Dr",1,0,N/A
1891675,"January 1, 2021",Pennsylvania,Philadelphia,"100 block of W Ritner St",1,0,N/A
1895203,"January 1, 2021",Colorado,Pueblo,"2000 block of E Routt Ave",0,0,N/A
1891636,"January 1, 2021",Indiana,Indianapolis,"9300 block of Norcross Ct",1,1,N/A
1891634,"January 1, 2021",Ohio,Columbus,"Deshler Ave and Penfield Rd",0,1,N/A
1891628,"January 1, 2021",Indiana,Indianapolis,"7800 block of Palawan Dr",0,1,N/A
1891644,"January 1, 2021",Utah,"Salt Lake City","800 S Montgomery St",0,1,N/A
1892563,"January 1, 2021",Florida,Jacksonville,"2045 Jammes Rd",1,0,N/A
1893033,"January 1, 2021",Louisiana,"New Orleans","2500 block of Derbigny St",0,1,N/A
1891601,"January 1, 2021",Illinois,Chicago,"7400 block of S Saint Lawrence Ave",0,1,N/A
1891595,"January 1, 2021",Illinois,Chicago,"1200 block of N Cicero Ave",0,1,N/A
1892393,"January 1, 2021","South Carolina",Simpsonville,"Moncton Pl",0,1,N/A
1892556,"January 1, 2021",Maryland,Baltimore,N/A,0,1,N/A
1892491,"January 1, 2021",Alabama,Huntsville,"6400 block of University Dr",0,1,N/A
1892489,"January 1, 2021","New Jersey",Elizabeth,"688 Maple Ave",0,1,N/A
1893149,"January 1, 2021","New Jersey",Paterson,"E 25th St and 14th Ave",0,1,N/A
1891513,"January 1, 2021",Illinois,Chicago,"1400 block of N Hamlin Ave",0,1,N/A
1892740,"January 1, 2021",Texas,"Fort Worth","Handley Dr and Brentwood Stair Rd",1,0,N/A
1891587,"January 1, 2021",Illinois,Chicago,"4700 block of S King Dr",1,0,N/A
1892547,"January 1, 2021",Ohio,Youngstown,"600 block of Almyra Ave",1,0,N/A
1891552,"January 1, 2021",Texas,Houston,"406 Medina St",0,0,N/A
1893912,"January 1, 2021",California,Napa,"Imola Ave",0,1,N/A
1946512,"January 1, 2021","New Jersey",Somerset,"11 Cedar Grove Ln",0,1,N/A
1891413,"January 1, 2021","New York","Corona (Queens)","526 46th Ave",0,2,N/A
1891537,"January 1, 2021",Texas,Houston,"2611 Garden City Dr",0,1,N/A
1893143,"January 1, 2021","New Jersey",Passaic,"Broadway and Richard St",0,1,N/A
1892159,"January 1, 2021",Mississippi,"Olive Branch","Shiloah Cove and Jefferson Dr",3,0,N/A
1895326,"January 1, 2021",Virginia,Richmond,"50 block of E 19th St",0,1,N/A
1893141,"January 1, 2021","New Jersey",Newark,"300 block of Osborne Terr",0,1,N/A
1891651,"January 1, 2021",Pennsylvania,Philadelphia,"2500 block of S 66th St",1,0,N/A
1893524,"January 1, 2021",Florida,"Saint Petersburg","2700 5th Ave S",0,0,N/A
1891720,"January 1, 2021",Illinois,Galesburg,"1000 block of Monroe St",0,4,N/A
1892694,"January 1, 2021",Iowa,"Cedar Rapids","1000 block of 12th Ave SE",0,0,N/A
1891444,"January 1, 2021","District of Columbia",Washington,"3700 block of Hayes St NE",0,1,N/A
1897190,"January 1, 2021","New Mexico","Las Vegas","Sabino St and New Mexico Ave",0,0,N/A
1892367,"January 1, 2021","New York",Buffalo,"Fillmore Ave and Utica St",0,1,N/A
1892128,"January 1, 2021",Texas,Arlington,"1600 block of Connally Terr",1,0,N/A
1893509,"January 1, 2021",Florida,Marianna,"Thorton Ln",0,0,N/A
1892365,"January 1, 2021","New York",Buffalo,"98-2 Malsch St",0,1,N/A
1892459,"January 1, 2021",Iowa,Waterloo,"500 block of Independence Ave",0,0,N/A
1892993,"January 1, 2021",Massachusetts,"Fall River","227 Lawrence St",0,1,N/A
1892154,"January 1, 2021",Tennessee,Memphis,"4558 Almo Ave",0,2,N/A
1892088,"January 1, 2021",Texas,Arlington,"700 block of Washington Dr",1,0,N/A
1895914,"January 1, 2021","New Mexico","Silver City","Grand Mesa Dr",0,0,N/A
1892388,"January 1, 2021",California,Modesto,"W Monte Vista Ave and S Carpenter Rd",1,0,N/A
1896673,"January 1, 2021",Virginia,Fredericksburg,"200 block of Warrenton Rd",0,1,N/A
1895791,"January 1, 2021",Florida,Stuart,"800 block of SE 10th St",0,1,N/A
1895913,"January 1, 2021","New Mexico","Hurley (North Hurley)","Main St",0,0,N/A
1892455,"January 1, 2021",Michigan,Detroit,"15300 block of Coyle St",0,1,N/A
1892354,"January 1, 2021",Louisiana,Kenner,"2600 block of Tifton St",0,1,N/A
1894804,"January 1, 2021",Ohio,Cleveland,"S Marginal Dr and W 98th St",1,0,N/A
1892352,"January 1, 2021",Louisiana,Kenner,"3100 block of Marietta St",0,1,N/A
1895911,"January 1, 2021","New Mexico","Silver City","Hill St",0,0,N/A
1892538,"January 1, 2021",Ohio,Lima,"300 block of Harrison Ave",0,1,N/A
1892143,"January 1, 2021",Texas,"San Angelo","11000 block of FM 2335",1,0,N/A
1900495,"January 1, 2021","North Carolina","Old Fort","Harlowe Noblitt Rd",0,0,N/A
1892997,"January 1, 2021","New York",Syracuse,"200 block of Mountainview Ave",0,1,N/A
1892857,"January 1, 2021",Texas,"San Antonio","500 block of W Vestal Pl",1,0,N/A
1892565,"January 1, 2021",Florida,Bradenton,"200 block of 27th Ave W",0,1,N/A
1893818,"January 1, 2021",Texas,Shamrock,"FM 2474",0,1,N/A
1892762,"January 1, 2021",Texas,Arlington,"Burr Oak St",0,0,N/A
1892531,"January 1, 2021",Louisiana,"New Orleans","4000 block of St Ferdinand St",0,1,N/A
1894765,"January 1, 2021","North Dakota",Mandan,"11th Ave SE",0,1,N/A
1891926,"January 1, 2021",Nebraska,Omaha,"Fontenelle Blvd and Grand Ave",0,1,N/A
1891933,"January 1, 2021",California,Fresno,"N Wishon Ave and E Garland Ave",0,1,N/A
1894184,"January 1, 2021",Wisconsin,Madison,"4000 block of Britta Dr",0,0,N/A
1893455,"January 1, 2021","New Mexico","Santa Fe","2400 block of Camino Capitan",0,0,N/A
1891727,"January 1, 2021",Pennsylvania,Philadelphia,"3600 block of Germantown Ave",1,0,N/A
1896555,"January 1, 2021","New Mexico","Las Cruces","1550 S Valley Dr",0,0,N/A
1922774,"January 1, 2021",Minnesota,"Saint Paul (New Brighton)","1200 block of NW 10th St",0,0,N/A
1892184,"January 1, 2021",Arizona,Phoenix,"W Missouri Ave and N 17th Ave",1,0,N/A
1892523,"January 1, 2021",Louisiana,Thibodaux,"200 block of Jolie Oaks Blvd",1,1,N/A
1891659,"January 1, 2021",Pennsylvania,Philadelphia,"2100 block of Walnut St",0,1,N/A
1894170,"January 1, 2021",Washington,Seattle,"300 block of Denny Way",0,0,N/A
1892082,"January 1, 2021",Colorado,Pueblo,"1042 N Tenderfoot Ln",0,2,N/A
1892345,"January 1, 2021",Georgia,Lagrange,"1100 block of 2nd Ave",1,0,N/A
1892059,"January 1, 2021",Colorado,Westminster,"4901 W 93rd Ave",0,2,N/A
1891870,"January 1, 2021",Illinois,Springfield,"2100 block of E Jackson St",0,1,N/A
1892909,"January 1, 2021",Ohio,Columbus,"E Main St and Nelson Rd",0,1,N/A
1892431,"January 1, 2021",Texas,Houston,"8700 Gulf Fwy",1,0,N/A
1892686,"January 1, 2021",California,"North Highlands","5500 block of Generals Pl",0,2,N/A
1892422,"January 1, 2021","North Carolina",Charlotte,"14000 block of Richmond Park Ave",0,1,N/A
1891621,"January 1, 2021",Ohio,Columbus,"3700 block of Kimberly Pkwy",1,0,N/A
1892849,"January 1, 2021",Alabama,Birmingham,"4000 block of 40th Ave N",1,0,N/A
1891535,"January 1, 2021",Texas,Houston,"1700 block of Fulton St",0,1,N/A
1895135,"January 1, 2021",Indiana,Merrillville,"4100 block of W 73rd Place",0,0,N/A
1893211,"January 1, 2021",Illinois,"Barrington (Barrington Hills)","I-90 and Barrington Rd",1,0,N/A
1894180,"January 1, 2021",Wisconsin,Madison,"Todd Dr and McDivitt Rd",0,1,N/A
1891769,"January 1, 2021",Michigan,"Battle Creek","34 N Division St",0,0,N/A
1893445,"January 1, 2021",Michigan,Kalamazoo,"1300 block of Fox Ridge Dr",1,0,N/A
1891944,"January 1, 2021",Wisconsin,"Madison (Fitchburg)","5164 Anton Dr",0,0,N/A
1891966,"January 1, 2021",California,Sacramento,"7400 block of 17th Ave",2,1,N/A
1891821,"January 1, 2021",Nevada,"Las Vegas","6050 Smoke Ranch Rd",0,1,N/A
1891818,"January 1, 2021",Massachusetts,Norwood,"624 Walpole St",0,1,N/A
1892674,"January 1, 2021",Missouri,"Saint Louis (University City)","6700 block of Plymouth Ave",0,2,N/A
1895902,"January 1, 2021",Wisconsin,Beloit,"500 block of Division St",0,0,N/A
1891790,"January 1, 2021",Massachusetts,Worcester,"Sherman St",0,2,N/A
