"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1893361,"January 1, 2021","New Mexico",Albuquerque,N/A,0,0,N/A
1894150,"January 1, 2021",Arizona,Payson,"708 Forest Service Rd",0,0,N/A
1895141,"January 1, 2021",Georgia,Thomson,"100 block of Sills St",1,0,N/A
1893394,"January 1, 2021",Florida,Gainesville,"2012 NE 3rd Ave",0,3,N/A
1893018,"January 1, 2021",Louisiana,"New Orleans",I-10,0,1,N/A
1891749,"January 1, 2021",Delaware,Newark,"415 Stanton Christiana Rd",0,1,N/A
1891914,"January 1, 2021",California,Fresno,"Olive Ave and Sylmar Ave",2,0,N/A
1893022,"January 1, 2021",Louisiana,"New Orleans","Hayne Blvd and Tarpon St",0,1,N/A
1892020,"January 1, 2021",Wisconsin,Milwaukee,"5500 block of N 32nd St",0,1,N/A
1891395,"January 1, 2021","New York",Brooklyn,"670 Lincoln Ave",0,1,N/A
1891411,"January 1, 2021","New York","New York (Manhattan)","W 162nd St and Broadway",0,1,N/A
1894140,"January 1, 2021",Arizona,Pine,AZ-87,0,0,N/A
2236642,"January 1, 2021",Georgia,Cordele,"991 US-280",0,0,N/A
1892369,"January 1, 2021",Tennessee,Memphis,"1000 block of S Third St",0,1,N/A
1892045,"January 1, 2021",Michigan,Detroit,"18000 block of Griggs St",1,0,N/A
1892007,"January 1, 2021",Kansas,Wichita,"2600 block of N Bullinger St",1,0,N/A
1892670,"January 1, 2021",Missouri,"Saint Louis (Ferguson)","300 block of S Dellwood Ave",1,0,N/A
1894969,"January 1, 2021",Florida,Orlando,"Chapel Trace Dr",1,0,N/A
1892308,"January 1, 2021",Virginia,Richmond,"Patterson Ave and Belmont Ave",0,1,N/A
1892552,"January 1, 2021",Maryland,Baltimore,"S Warwick Ave and Hollins St",0,1,N/A
1891823,"January 1, 2021",Maryland,Baltimore,"1100 block of Wheeler Ave",0,1,N/A
1894751,"January 1, 2021",Florida,Kissimmee,"2221 San Vittorino Circle",2,0,N/A
1892485,"January 1, 2021","New Jersey",Paterson,"770 20th Ave",0,3,N/A
1892864,"January 1, 2021",Texas,Victoria,"1701 N Laurent St",0,0,N/A
1892049,"January 1, 2021",Michigan,Detroit,"19500 block of Troester St",1,0,N/A
1913330,"January 1, 2021","South Carolina","Moncks Corner","Merrimack Blvd",1,0,N/A
1891566,"January 1, 2021","New York",Brooklyn,"620 E 108th St",0,0,N/A
1891565,"January 1, 2021","New York","Corona (Queens)","65th Ave and Parsons Blvd",0,0,N/A
1892551,"January 1, 2021",Ohio,Youngstown,"Eldora Dr",0,0,N/A
1892545,"January 1, 2021",Oregon,Eugene,"800 block of Washington St",0,0,N/A
1892544,"January 1, 2021",Ohio,Troy,"Armand Dr and Mckaig Ave",0,0,N/A
1893949,"January 1, 2021",Alaska,Wasilla,"Pittman Rd",0,0,N/A
1897011,"January 1, 2021","New Jersey",Passaic,"3rd St and Mercer St",0,0,N/A
1892411,"January 1, 2021","New York",Buffalo,"200 block of E Ferry St",0,1,N/A
1897741,"January 1, 2021",Ohio,Cincinnati,"Llewellyn Ave",0,0,N/A
1894838,"January 1, 2021",Ohio,Columbus,N/A,0,0,N/A
1905382,"January 1, 2021",Kentucky,Louisville,"6200 block of Shepherdsville Rd",1,0,N/A
1897712,"January 1, 2021",Texas,Bryan,"FM 60",0,0,N/A
1939913,"January 1, 2021",Pennsylvania,Erie,"600 block of Wallace St",0,0,N/A
1893775,"January 1, 2021","New York",Elmira,"100 block of E Hudson St",0,0,N/A
1892258,"January 1, 2021",Kentucky,Louisville,"8300 block of 3rd Street Rd",0,0,N/A
1893002,"December 31, 2020","New York",Utica,"Albany St",0,0,N/A
1891369,"December 31, 2020",California,"San Jose","100 block of Rose Lane",1,0,N/A
1891227,"December 31, 2020",Virginia,Richmond,"2900 block of Jefferson Davis Hwy",1,0,N/A
1891271,"December 31, 2020","New York","Corona (Queens)","113-08 Sutphin Blvd",1,0,N/A
1892436,"December 31, 2020",Texas,"La Marque","2400 block of Main St",1,0,N/A
1892317,"December 31, 2020",Pennsylvania,Allentown,"100 block of Linden St",0,1,N/A
1891351,"December 31, 2020",Georgia,Atlanta,"2284 Cheshire Bridge Rd NE",0,0,N/A
1892288,"December 31, 2020",Virginia,Norfolk,"E Virginia Beach Blvd and Park Ave",0,1,N/A
1891201,"December 31, 2020",Tennessee,Nashville,"Charles Ct",1,0,N/A
1891340,"December 31, 2020",California,Sacramento,CA-99,0,1,N/A
1892220,"December 31, 2020",Virginia,Culpeper,"600 block of 3rd St",1,1,N/A
1891422,"December 31, 2020",Mississippi,Jackson,"4414 Medgar Evers Blvd",0,1,N/A
1891332,"December 31, 2020",Delaware,Wilmington,"E 8th St and N Pine St",0,1,N/A
1894581,"December 31, 2020",Nebraska,Lincoln,"B St and S 11th St",0,0,N/A
1890982,"December 31, 2020",Florida,Miami,"SW 29th St and SW 38th Ave",1,0,N/A
1894572,"December 31, 2020",Illinois,Springfield,"1200 block of W Governor St",0,0,N/A
1891805,"December 31, 2020",Indiana,Plymouth,"US-30 and Pioneer Dr",1,0,N/A
1892949,"December 31, 2020",Ohio,Toledo,"400 block of Euclid Ave",0,0,N/A
1891541,"December 31, 2020",Texas,Houston,"2101 Parker Rd",1,0,N/A
1890864,"December 31, 2020",Arizona,Phoenix,"4729 E McDowell Rd",0,2,N/A
1892242,"December 31, 2020",Illinois,Gladstone,N/A,0,1,N/A
1891303,"December 31, 2020",Illinois,Chicago,"716 E 37th St",0,1,N/A
1895344,"December 31, 2020",Texas,Kyle,"7700 block of Camino Real",0,1,N/A
1892182,"December 31, 2020",Texas,Dallas,"1218 Grant St",1,0,N/A
1892180,"December 31, 2020",Kentucky,Lexington,"400 block of East Sixth St",0,1,N/A
1892104,"December 31, 2020",Texas,"San Antonio","Brenden Dr and Byston Ave",1,5,N/A
1891249,"December 31, 2020",Kentucky,Louisville,"700 block of Lampton St",2,0,N/A
1896135,"December 31, 2020",Texas,Killeen,"500 block W Rancier Ave",0,0,N/A
1891289,"December 31, 2020",Ohio,Columbus,"4200 block of E Broad St",0,1,N/A
1891282,"December 31, 2020",Illinois,Chicago,"300 block of E Pershing Rd",0,1,N/A
1896749,"December 31, 2020",California,Victorville,"14100 block of Wimbleton Dr",0,3,N/A
2327826,"December 31, 2020",Colorado,Ignacio,N/A,1,0,N/A
1891275,"December 31, 2020","New York","Corona (Queens)","153-18 109th Ave",0,0,N/A
1896728,"December 31, 2020",Texas,Houston,"9601 W Montgomery Rd",0,1,N/A
1891263,"December 31, 2020",Georgia,"Atlanta (Doraville)","2000 block of Beechwood Ave",1,0,N/A
1896724,"December 31, 2020",Texas,Houston,"3300 block of McGowen St",0,1,N/A
1891461,"December 31, 2020",Indiana,Indianapolis,"8215 Center Run Road",1,3,N/A
2004273,"December 31, 2020",Texas,Killeen,"Hall Ave",0,1,N/A
1891195,"December 31, 2020","West Virginia",Matoaka,"1st Ave",0,1,N/A
1892075,"December 31, 2020",Michigan,Detroit,"W McNichols Rd",0,1,N/A
1892070,"December 31, 2020",Michigan,Detroit,N/A,0,1,N/A
1898138,"December 31, 2020",Michigan,"Dearborn Heights","Eton Ave",0,0,N/A
1892051,"December 31, 2020",Kentucky,"Louisville (Jeffersontown)","2902 block of Tree Ln",0,0,N/A
1892254,"December 31, 2020",Texas,Lufkin,"125 FM 1194 S",0,1,N/A
1892024,"December 31, 2020",Wisconsin,Milwaukee,"Fond du Lac Ave and W Mill Rd",0,1,N/A
1892011,"December 31, 2020",Kansas,Topeka,"SE Leland St and SE 6th Ave",1,0,N/A
1892780,"December 31, 2020",Texas,Houston,"20900 block of Roxette Ct",0,0,N/A
1891959,"December 31, 2020",Oklahoma,Tulsa,"S Memorial Dr and E 31st St",0,0,N/A
1891112,"December 31, 2020",Oklahoma,Mcalester,"S Main St and W Ottawa Ave",0,1,N/A
1891938,"December 31, 2020",California,Fresno,"Valentine Ave and Church Ave",0,1,N/A
1892750,"December 31, 2020",Texas,"Fort Worth","1800 block of Hunting Green Dr",0,1,N/A
1892733,"December 31, 2020",Illinois,Urbana,"1800 block of N Cunningham Ave",0,0,N/A
1891178,"December 31, 2020",Michigan,Detroit,"2971 W Warren Ave",0,1,N/A
1891175,"December 31, 2020",Michigan,Detroit,"3rd Ave and W Willis St",0,0,N/A
1891169,"December 31, 2020",Michigan,Detroit,"5255 Tillman St",1,0,N/A
1891165,"December 31, 2020",Michigan,Detroit,"Prevost St and Kramer St",0,1,N/A
1891919,"December 31, 2020",California,Visalia,"133 W Walnut Ave",0,0,N/A
1891371,"December 31, 2020",Pennsylvania,Philadelphia,"1900 block of 68th Ave",1,0,N/A
1891147,"December 31, 2020",Washington,Spokane,"601 S Park Rd",1,0,N/A
1892382,"December 31, 2020","South Carolina",Columbia,"7431 Nates Rd",1,0,N/A
1891912,"December 31, 2020",Michigan,"Grand Rapids","Thomas St SE",0,1,N/A
1911323,"December 31, 2020",Illinois,"Granite City",N/A,0,1,N/A
1891140,"December 31, 2020",Tennessee,Memphis,"I-240 and Getwell Rd",0,0,N/A
1891135,"December 31, 2020",Minnesota,Minneapolis,"2700 block of Blaisdell Ave S",0,0,N/A
1891133,"December 31, 2020",Minnesota,Minneapolis,"2800 block of James Ave S",0,0,N/A
1891131,"December 31, 2020",Minnesota,Minneapolis,"2700 block of Plymouth Ave N",0,1,N/A
1895198,"December 31, 2020",Colorado,Pueblo,"2200 block of E Routt Ave",0,0,N/A
1895216,"December 31, 2020",Michigan,Southgate,"14560 Northline Rd",1,0,N/A
1891108,"December 31, 2020",Texas,Beaumont,"S Dowlen Rd and College St",1,0,N/A
1891101,"December 31, 2020",Oklahoma,Purcell,I-35,0,0,N/A
1891089,"December 31, 2020",Texas,Odessa,"6701 Eastridge Rd",1,0,N/A
1891948,"December 31, 2020",Oklahoma,Spencer,"N Douglas Blvd and NE 50th St",0,0,N/A
1894226,"December 31, 2020",Texas,Arlington,"834 Timberlake Dr",0,1,N/A
1892195,"December 31, 2020",Texas,Arlington,"834 Timberlake Dr",0,1,N/A
1891626,"December 31, 2020",Ohio,Columbus,I-270,0,3,N/A
1891075,"December 31, 2020","Rhode Island",Providence,"173 Rugby St",0,0,N/A
1895916,"December 31, 2020","New Mexico",Bayard,"N Franey St",0,0,N/A
1891072,"December 31, 2020","Rhode Island",Providence,"48 June St",0,0,N/A
1891865,"December 31, 2020",Arizona,Phoenix,"35th Ave and Indian School Rd",1,0,N/A
1892174,"December 31, 2020",Texas,"Port Neches","1300 block of Cypress St",0,2,N/A
1891069,"December 31, 2020","Rhode Island",Providence,"553 Branch Ave",0,0,N/A
1891062,"December 31, 2020",Florida,"West Palm Beach","I-95 and 45th St",1,0,N/A
1894198,"December 31, 2020",California,Reseda,"18800 block of Strathern St",1,0,N/A
1895146,"December 31, 2020",Minnesota,"Saint Paul (Maplewood)","1940 County Rd D E",0,0,N/A
2050843,"December 31, 2020",Florida,Century,"9520 N Century Blvd",0,0,N/A
1891485,"December 31, 2020",Illinois,Aurora,"N Farnsworth Ave",1,1,N/A
1897674,"December 31, 2020",Texas,Lufkin,"125 FM 1194",0,1,N/A
1892680,"December 31, 2020",Missouri,"Saint Louis","811 Spruce St",0,1,N/A
1893419,"December 31, 2020",Michigan,"Muskegon (Muskegon Heights)","3200 block of Sanford St",0,0,N/A
1893406,"December 31, 2020",Michigan,"Battle Creek","Roe St and Burnham St",0,0,N/A
1891783,"December 31, 2020",Michigan,Detroit,"Jefferies Service Dr and Putnam Ave",1,0,N/A
1891767,"December 31, 2020",Michigan,Flint,"1069 Ridgecrest Dr",0,1,N/A
1896527,"December 31, 2020",Maryland,Ridge,N/A,0,1,N/A
1891668,"December 31, 2020",Pennsylvania,Philadelphia,"Schuylkill Expy and Girard Ave",0,2,N/A
1891739,"December 31, 2020",Arizona,Phoenix,"N 87th Ave and W Glenrosa Ave",1,0,N/A
1895101,"December 31, 2020",Georgia,Cairo,N/A,0,0,N/A
1890961,"December 31, 2020",Maryland,Baltimore,"2800 block of Edmondson Ave",0,1,N/A
1890958,"December 31, 2020",Maryland,"Great Mills","45900 block of Foxchase Dr",0,0,N/A
1894112,"December 31, 2020",Pennsylvania,Philadelphia,"6400 block of Upland St",0,1,N/A
1894110,"December 31, 2020",Pennsylvania,Philadelphia,"600 block of W Allegheny Ave",0,1,N/A
1894107,"December 31, 2020",Pennsylvania,Philadelphia,"3400 block of N Broad St",0,1,N/A
1894105,"December 31, 2020",Pennsylvania,Philadelphia,"1400 block of Faunce St",0,1,N/A
1890932,"December 31, 2020","District of Columbia",Washington,"14th St NW and U St NW",0,0,N/A
1895850,"December 31, 2020",Texas,"San Antonio","Blanco Rd",0,0,N/A
1900163,"December 31, 2020",Florida,Tallahassee,"3433 Crawfordville Hwy",0,0,N/A
1891714,"December 31, 2020",Missouri,Independence,"18801 E 39th St S",0,1,N/A
1891729,"December 31, 2020",Pennsylvania,Philadelphia,"1900 block of N 9th St",0,1,N/A
1891661,"December 31, 2020",Massachusetts,Springfield,"195 Nursery St",0,1,N/A
1891233,"December 31, 2020","New York",Rochester,"1 Bardin St",1,0,N/A
1891691,"December 31, 2020",Illinois,Champaign,"1500 block of N Prospect Ave",0,1,N/A
1890963,"December 31, 2020",Maryland,Baltimore,"N Eutaw St and Mulberry St",0,1,N/A
1892225,"December 31, 2020",Florida,Jacksonville,"3737 St Johns Bluff Rd S",1,0,N/A
1890870,"December 31, 2020",Missouri,"Saint Louis","3800 block of Dunnica Ave",0,1,N/A
1890825,"December 31, 2020",Indiana,Indianapolis,"2200 block of E 39th St",1,0,N/A
1891753,"December 31, 2020",Delaware,Milton,"506 Union St",0,1,N/A
1892450,"December 31, 2020",Delaware,Dover,"100 block of Spruance Rd",0,1,N/A
1891624,"December 31, 2020",Indiana,Indianapolis,"4400 block of Prospect St",0,1,N/A
1891630,"December 31, 2020",Ohio,Columbus,"Linwood Ave and Fair Ave",0,1,N/A
1891611,"December 31, 2020",Illinois,Chicago,"2600 block of E 75th St",0,1,N/A
1893977,"December 31, 2020",Florida,"Bonita Springs",N/A,0,0,N/A
1927121,"December 31, 2020",Illinois,Danville,"1505 N Prospect Ave",0,1,N/A
1890823,"December 31, 2020",Illinois,Chicago,"6200 block of N Manheim Rd",0,1,N/A
1891299,"December 31, 2020",Illinois,Chicago,"6057 S Kilbourn Ave",1,0,N/A
1890821,"December 31, 2020",Illinois,Chicago,"5900 block of W Rice St",1,0,N/A
1891901,"December 31, 2020",California,Bakersfield,"2800 block of Morin Court",1,0,N/A
1891490,"December 31, 2020","New Jersey",Passaic,"404 Monroe St",0,2,N/A
1892535,"December 31, 2020",Mississippi,Jackson,"Hair St",2,0,N/A
1892529,"December 31, 2020",Louisiana,"New Orleans","3200 block of Rue Parc Fontaine",0,1,N/A
1892347,"December 31, 2020",Louisiana,"New Orleans","2000 block of S. Claiborne Ave",0,2,N/A
1892517,"December 31, 2020",Arkansas,"Little Rock","Valley Dr and Geyer Springs Rd",0,0,N/A
1892501,"December 31, 2020",Ohio,Columbus,"Lake Alley and Linwood Ave",0,1,N/A
1892493,"December 31, 2020",Ohio,Columbus,"Cunard Rd and Seabrook Ave",0,1,N/A
1890946,"December 31, 2020",Oregon,"Happy Valley","9200 block of SE Idleman Rd",0,4,N/A
1892480,"December 31, 2020",Louisiana,Mamou,"800 block of Redwood St",0,0,N/A
1891550,"December 31, 2020",Texas,Houston,"3300 Anita St",0,1,N/A
1891559,"December 31, 2020",Oregon,Portland,"4400 block of NE Mallory Ave",1,1,N/A
1891543,"December 31, 2020",Texas,Houston,"300 block of Heatherbloom Dr",0,1,N/A
1891539,"December 31, 2020",Texas,Houston,"11100 Cheeves Dr",0,1,N/A
1891554,"December 31, 2020",Oregon,Portland,"NE Dekum St and NE 15th Ave",0,0,N/A
1891530,"December 31, 2020",Illinois,Chicago,N/A,0,1,N/A
1891526,"December 31, 2020",Illinois,Chicago,"4640 W Adams St",0,1,N/A
1891523,"December 31, 2020",Alabama,Jackson,"4547 Gainestown Rd",0,1,N/A
1891511,"December 31, 2020",Michigan,Detroit,"13100 block of Griggs Ave",1,0,N/A
1892482,"December 31, 2020",Mississippi,Meridian,"1210 Bonita Lakes Cir",0,0,N/A
1895661,"December 31, 2020",Tennessee,Jackson,"89 Raintree Cove",0,1,N/A
1893126,"December 31, 2020",Idaho,"Idaho Falls","1100 block of St Clair Rd",0,1,N/A
1891470,"December 31, 2020","North Carolina",Asheville,"3 S Tunnel Rd",0,0,N/A
1891466,"December 31, 2020","South Carolina","Myrtle Beach","Session St",0,1,N/A
1892533,"December 31, 2020",Mississippi,"Moss Point","Richard St and Martin Luther King Blvd",1,0,N/A
1891451,"December 31, 2020",Arkansas,"Little Rock","Woodford Dr and Stardust Tr",0,0,N/A
1891446,"December 31, 2020","South Carolina","North Charleston",N/A,0,2,N/A
1894821,"December 31, 2020",Ohio,Columbus,N/A,0,0,N/A
1891648,"December 31, 2020",Pennsylvania,Chambersburg,"987 Wayne Ave",0,1,N/A
1891434,"December 31, 2020",Louisiana,"La Place (Laplace)",N/A,0,0,N/A
1891545,"December 31, 2020",Texas,Houston,"600 block of Kiley Dr",1,0,N/A
1891222,"December 31, 2020",Virginia,Richmond,"1300 block of Coalter St",0,1,N/A
1891229,"December 31, 2020","New York",Syracuse,"W Bear St and N Clinton St",1,0,N/A
1895560,"December 31, 2020",California,"San Ramon","100 block of Amberstone Lane",0,1,N/A
1891420,"December 31, 2020",Mississippi,Jackson,"300 W Capitol St",0,1,N/A
1891099,"December 31, 2020",Texas,Houston,"13334 Almeda Rd",1,0,N/A
1892424,"December 31, 2020",Texas,Houston,"7300 block of Alabonson Rd",1,0,N/A
1891683,"December 31, 2020",Indiana,Richmond,"200 block of NW 13th St",0,1,N/A
1894743,"December 31, 2020",Ohio,Columbus,"Ashburton Rd and Astor Ave",0,1,N/A
1892137,"December 31, 2020",Texas,Donna,"13000 block of Kenny Ln",2,0,N/A
1901550,"December 31, 2020",Alabama,"Mobile (Prichard)","1117 W Main St",1,0,N/A
1891386,"December 31, 2020",Pennsylvania,Pittsburgh,"2500 block of Chauncey Dr",0,2,N/A
1891397,"December 31, 2020",Pennsylvania,Pittsburgh,"21st St and Penn Ave",0,0,N/A
1891389,"December 31, 2020",Alabama,Mobile,"N Barbara Dr and Summerville St",0,1,N/A
1891382,"December 31, 2020",Alabama,Mobile,"Donald St",0,0,N/A
1891688,"December 31, 2020",Missouri,"Saint Louis","300 block of Shepley Dr",1,0,N/A
1894666,"December 31, 2020",Texas,Abilene,"700 block of Briarwood St",0,0,N/A
1892377,"December 31, 2020",Texas,"Copperas Cove","100 block of E Ave A",0,1,N/A
1891365,"December 30, 2020",California,"La Mesa",N/A,1,0,N/A
1891358,"December 30, 2020",California,Oxnard,"Cuesta Dal Mar Dr and Courtland St",0,1,N/A
1891189,"December 30, 2020",California,Antioch,"3500 block of Briarwood Court",0,1,N/A
1890251,"December 30, 2020",Kentucky,Franklin,"504 Portland Ave",1,0,N/A
1890626,"December 30, 2020",California,Atwater,"2400 block of Atwater Blvd",1,0,N/A
1892299,"December 30, 2020",Indiana,"South Bend","400 block of S Falcon St",0,1,N/A
1891345,"December 30, 2020",Texas,Longview,"1100 block of Bertha St",1,0,N/A
1891231,"December 30, 2020",California,Delano,CA-99,0,1,N/A
1890078,"December 30, 2020","North Carolina",Wilmington,"1024 S 13th St",1,0,N/A
1890548,"December 30, 2020",Tennessee,Memphis,"1239 Firestone Ave",2,1,N/A
1899782,"December 30, 2020",Colorado,Vail,"1265 N N Frontage Rd W",0,1,N/A
1891258,"December 30, 2020",Indiana,Jeffersonville,"800 block of French St",1,0,N/A
1893680,"December 30, 2020",Pennsylvania,"Natrona Heights","1 Municipal Dr",0,0,N/A
1891123,"December 30, 2020",Tennessee,Memphis,"I-55 and S Pkwy W",0,1,N/A
1980465,"December 30, 2020",Michigan,Dearborn,N/A,0,0,N/A
1890584,"December 30, 2020",Arkansas,"Little Rock","801 S Rodney Parham Rd",0,1,N/A
1891337,"December 30, 2020",Texas,"Fort Worth","5800 block of Trail Lake Dr",1,0,N/A
1891342,"December 30, 2020",Illinois,Peoria,"1700 block of W Thames Dr",1,0,N/A
1890536,"December 30, 2020",Arkansas,Bauxite,"Chambers Rd",0,0,N/A
1899714,"December 30, 2020",Texas,"San Antonio","1429 Donaldson Ave",0,0,N/A
1891160,"December 30, 2020",Michigan,"South Lyon","300 block of E Liberty St",2,0,N/A
1892899,"December 30, 2020",Alabama,"Bon Air","400 block of Front St",1,0,N/A
1890514,"December 30, 2020",California,"Los Angeles","Wilshire Blvd and Little St",0,2,N/A
1894487,"December 30, 2020",Michigan,"Royal Oak","900 block of Mayfield Dr",0,0,N/A
1891294,"December 30, 2020",Ohio,Columbus,"2600 block of Beulah Rd",0,1,N/A
1891185,"December 30, 2020",Michigan,"Bad Axe","2374 Rapson Rd",1,0,N/A
1890486,"December 30, 2020",Indiana,Indianapolis,"2600 block of N Sherman Dr",1,0,N/A
1891284,"December 30, 2020",Ohio,Columbus,"Gilbert St and Hanford St",1,0,N/A
1890245,"December 30, 2020","West Virginia",Huntington,"721 W 2nd St",0,1,N/A
1891280,"December 30, 2020","New York",Brooklyn,"286 Lexington Ave",0,1,N/A
1891276,"December 30, 2020","New York",Brooklyn,"Crown St and Utica Ave",0,1,N/A
1890467,"December 30, 2020",Tennessee,Memphis,"Morningside St",0,1,N/A
1890579,"December 30, 2020",Tennessee,Nashville,"Herman St and 18th Ave N",0,1,N/A
